Date,Open,High,Low,Close*,Adj Close**,Volume
"Aug 08, 2022","32,877.36","33,109.96","32,769.10","32,832.54","32,832.54","275,350,000"
"Aug 05, 2022","32,593.90","32,814.61","32,489.62","32,803.47","32,803.47","273,010,000"
"Aug 04, 2022","32,805.69","32,829.22","32,652.63","32,726.82","32,726.82","315,590,000"
"Aug 03, 2022","32,514.21","32,912.74","32,514.21","32,812.50","32,812.50","342,160,000"
"Aug 02, 2022","32,691.29","32,772.93","32,387.12","32,396.17","32,396.17","316,740,000"
"Aug 01, 2022","32,755.71","32,972.03","32,640.79","32,798.40","32,798.40","321,180,000"
"Jul 29, 2022","32,515.62","32,910.18","32,493.02","32,845.13","32,845.13","487,360,000"
"Jul 28, 2022","32,197.62","32,609.54","31,982.61","32,529.63","32,529.63","331,110,000"
"Jul 27, 2022","31,865.05","32,336.23","31,799.43","32,197.59","32,197.59","365,480,000"
"Jul 26, 2022","31,950.04","31,950.04","31,705.36","31,761.54","31,761.54","324,930,000"
"Jul 25, 2022","31,950.93","32,029.03","31,821.67","31,990.04","31,990.04","255,450,000"
"Jul 22, 2022","32,167.92","32,219.25","31,731.47","31,899.29","31,899.29","319,880,000"
"Jul 21, 2022","31,826.49","32,040.63","31,534.08","32,036.90","32,036.90","302,320,000"
"Jul 20, 2022","31,829.99","31,944.45","31,646.95","31,874.84","31,874.84","313,520,000"
"Jul 19, 2022","31,165.91","31,842.25","31,165.91","31,827.05","31,827.05","378,720,000"
"Jul 18, 2022","31,475.98","31,644.68","30,982.97","31,072.61","31,072.61","309,960,000"
"Jul 15, 2022","30,775.37","31,288.26","30,775.37","31,288.26","31,288.26","321,570,000"
"Jul 14, 2022","30,451.80","30,680.12","30,143.93","30,630.17","30,630.17","325,130,000"
"Jul 13, 2022","30,743.63","30,979.17","30,514.61","30,772.79","30,772.79","291,830,000"
"Jul 12, 2022","31,113.31","31,346.10","30,860.51","30,981.33","30,981.33","324,190,000"
"Jul 11, 2022","31,277.98","31,367.55","31,114.40","31,173.84","31,173.84","245,020,000"
"Jul 08, 2022","31,348.43","31,511.46","31,212.45","31,338.15","31,338.15","238,120,000"
"Jul 07, 2022","31,190.65","31,421.84","31,154.64","31,384.55","31,384.55","296,620,000"
"Jul 06, 2022","30,957.30","31,224.69","30,794.84","31,037.68","31,037.68","289,800,000"
"Jul 05, 2022","30,903.12","30,971.74","30,355.12","30,967.82","30,967.82","323,080,000"
"Jul 01, 2022","30,737.77","31,139.35","30,487.79","31,097.26","31,097.26","310,440,000"
"Jun 30, 2022","30,790.00","30,979.85","30,431.87","30,775.43","30,775.43","394,070,000"
"Jun 29, 2022","31,067.41","31,152.96","30,894.53","31,029.31","31,029.31","269,390,000"
"Jun 28, 2022","31,549.05","31,885.09","30,934.33","30,946.99","30,946.99","350,780,000"
"Jun 27, 2022","31,533.60","31,598.59","31,351.37","31,438.26","31,438.26","309,910,000"
"Jun 24, 2022","30,846.94","31,517.29","30,846.94","31,500.68","31,500.68","465,480,000"
"Jun 23, 2022","30,570.33","30,715.63","30,293.40","30,677.36","30,677.36","361,420,000"
"Jun 22, 2022","30,352.57","30,777.92","30,166.01","30,483.13","30,483.13","343,490,000"
"Jun 21, 2022","30,074.69","30,653.98","30,074.69","30,530.25","30,530.25","376,900,000"
"Jun 17, 2022","29,912.70","30,167.52","29,653.29","29,888.78","29,888.78","692,830,000"
"Jun 16, 2022","30,305.74","30,305.74","29,740.35","29,927.07","29,927.07","442,910,000"
"Jun 15, 2022","30,570.50","31,011.97","30,185.08","30,668.53","30,668.53","392,670,000"
"Jun 14, 2022","30,592.34","30,690.80","30,144.23","30,364.83","30,364.83","366,800,000"
"Jun 13, 2022","31,144.91","31,144.91","30,373.72","30,516.74","30,516.74","472,290,000"
"Jun 10, 2022","32,053.52","32,053.52","31,387.84","31,392.79","31,392.79","362,300,000"
"Jun 09, 2022","32,828.62","32,956.73","32,267.78","32,272.79","32,272.79","289,710,000"
"Jun 08, 2022","33,087.07","33,156.50","32,824.37","32,910.90","32,910.90","270,470,000"
"Jun 07, 2022","32,783.03","33,207.45","32,641.85","33,180.14","33,180.14","270,750,000"
"Jun 06, 2022","33,032.04","33,235.37","32,819.50","32,915.78","32,915.78","253,010,000"
"Jun 03, 2022","32,986.32","33,135.61","32,839.21","32,899.70","32,899.70","298,570,000"
"Jun 02, 2022","32,809.01","33,248.61","32,509.43","33,248.28","33,248.28","333,210,000"
"Jun 01, 2022","33,156.31","33,272.34","32,584.76","32,813.23","32,813.23","338,210,000"
"May 31, 2022","33,160.59","33,240.22","32,752.34","32,990.12","32,990.12","533,560,000"
"May 27, 2022","32,735.09","33,213.62","32,682.01","33,212.96","33,212.96","328,770,000"
"May 26, 2022","32,248.17","32,774.14","32,248.17","32,637.19","32,637.19","351,220,000"
"May 25, 2022","31,816.31","32,254.44","31,754.33","32,120.28","32,120.28","343,460,000"
"May 24, 2022","31,717.61","32,014.86","31,365.59","31,928.62","31,928.62","382,950,000"
"May 23, 2022","31,395.89","31,968.42","31,395.89","31,880.24","31,880.24","402,010,000"
"May 20, 2022","31,426.94","31,515.78","30,635.76","31,261.90","31,261.90","495,510,000"
"May 19, 2022","31,262.62","31,569.13","31,016.41","31,253.13","31,253.13","517,190,000"
"May 18, 2022","32,468.67","32,468.67","31,393.95","31,490.07","31,490.07","465,060,000"
"May 17, 2022","32,427.00","32,689.14","32,308.15","32,654.59","32,654.59","389,310,000"
"May 16, 2022","32,152.15","32,514.02","31,928.18","32,223.42","32,223.42","330,030,000"
"May 13, 2022","31,963.86","32,276.05","31,862.79","32,196.66","32,196.66","388,520,000"
"May 12, 2022","31,699.04","31,914.46","31,228.22","31,730.30","31,730.30","544,240,000"
"May 11, 2022","32,123.24","32,584.02","31,798.86","31,834.11","31,834.11","458,460,000"
"May 10, 2022","32,504.09","32,752.17","31,887.89","32,160.74","32,160.74","439,290,000"
"May 09, 2022","32,685.17","32,685.17","32,121.98","32,245.70","32,245.70","470,770,000"
"May 06, 2022","32,773.88","33,055.84","32,474.69","32,899.37","32,899.37","416,520,000"
"May 05, 2022","33,854.17","33,854.17","32,685.10","32,997.97","32,997.97","448,420,000"
"May 04, 2022","33,171.80","34,117.74","33,021.84","34,061.06","34,061.06","411,060,000"
"May 03, 2022","33,086.09","33,341.58","32,914.75","33,128.79","33,128.79","364,420,000"
"May 02, 2022","32,978.49","33,224.95","32,449.87","33,061.50","33,061.50","453,390,000"
"Apr 29, 2022","33,787.01","33,919.59","32,913.15","32,977.21","32,977.21","501,560,000"
"Apr 28, 2022","33,425.96","34,054.79","33,248.46","33,916.39","33,916.39","440,380,000"
"Apr 27, 2022","33,450.92","33,697.18","33,108.89","33,301.93","33,301.93","447,230,000"
"Apr 26, 2022","33,907.49","33,909.51","33,230.95","33,240.18","33,240.18","400,020,000"
"Apr 25, 2022","33,731.65","34,106.01","33,323.37","34,049.46","34,049.46","416,900,000"
"Apr 22, 2022","34,727.38","34,727.38","33,773.39","33,811.40","33,811.40","373,280,000"
"Apr 21, 2022","35,258.80","35,492.22","34,723.82","34,792.76","34,792.76","366,390,000"
"Apr 20, 2022","34,962.67","35,315.40","34,962.67","35,160.79","35,160.79","337,620,000"
"Apr 19, 2022","34,394.62","34,983.11","34,394.62","34,911.20","34,911.20","296,350,000"
"Apr 18, 2022","34,411.49","34,618.29","34,279.08","34,411.69","34,411.69","264,110,000"
"Apr 14, 2022","34,628.46","34,889.17","34,437.50","34,451.23","34,451.23","353,680,000"
"Apr 13, 2022","34,166.64","34,598.36","34,140.64","34,564.59","34,564.59","313,630,000"
"Apr 12, 2022","34,412.51","34,669.97","34,102.81","34,220.36","34,220.36","333,510,000"
"Apr 11, 2022","34,630.27","34,701.34","34,272.29","34,308.08","34,308.08","333,290,000"
"Apr 08, 2022","34,569.24","34,908.46","34,470.19","34,721.12","34,721.12","301,750,000"
"Apr 07, 2022","34,439.24","34,705.83","34,190.95","34,583.57","34,583.57","319,870,000"
"Apr 06, 2022","34,520.34","34,609.84","34,277.17","34,496.51","34,496.51","386,250,000"
"Apr 05, 2022","34,876.33","35,112.21","34,566.04","34,641.18","34,641.18","304,010,000"
"Apr 04, 2022","34,799.98","34,940.78","34,615.38","34,921.88","34,921.88","316,570,000"
"Apr 01, 2022","34,740.89","34,847.91","34,538.25","34,818.27","34,818.27","340,400,000"
"Mar 31, 2022","35,201.52","35,201.52","34,677.99","34,678.35","34,678.35","433,400,000"
"Mar 30, 2022","35,273.63","35,361.36","35,058.58","35,228.81","35,228.81","317,320,000"
"Mar 29, 2022","35,114.35","35,372.26","35,030.07","35,294.19","35,294.19","355,050,000"
"Mar 28, 2022","34,833.03","34,957.93","34,552.23","34,955.89","34,955.89","299,790,000"
"Mar 25, 2022","34,702.39","34,942.70","34,631.52","34,861.24","34,861.24","285,440,000"
"Mar 24, 2022","34,406.81","34,713.56","34,355.42","34,707.94","34,707.94","324,870,000"
"Mar 23, 2022","34,748.84","34,748.84","34,352.96","34,358.50","34,358.50","347,880,000"
"Mar 22, 2022","34,583.24","34,882.03","34,583.24","34,807.46","34,807.46","368,550,000"
"Mar 21, 2022","34,669.85","34,808.28","34,341.81","34,552.99","34,552.99","408,490,000"
"Mar 18, 2022","34,466.72","34,755.20","34,279.83","34,754.93","34,754.93","615,420,000"
"Mar 17, 2022","33,995.39","34,483.92","33,896.06","34,480.76","34,480.76","339,470,000"
"Mar 16, 2022","33,653.93","34,075.94","33,391.24","34,063.10","34,063.10","427,400,000"
"Mar 15, 2022","32,989.27","33,620.84","32,989.27","33,544.34","33,544.34","388,810,000"
"Mar 14, 2022","33,000.37","33,395.59","32,818.16","32,945.24","32,945.24","394,940,000"
"Mar 11, 2022","33,279.72","33,515.61","32,911.89","32,944.19","32,944.19","369,480,000"
"Mar 10, 2022","33,106.77","33,236.59","32,819.76","33,174.07","33,174.07","399,480,000"
"Mar 09, 2022","32,860.42","33,457.28","32,860.42","33,286.25","33,286.25","418,670,000"
"Mar 08, 2022","32,885.17","33,402.98","32,578.73","32,632.64","32,632.64","553,750,000"
"Mar 07, 2022","33,579.75","33,579.75","32,806.15","32,817.38","32,817.38","488,400,000"
"Mar 04, 2022","33,655.43","33,655.43","33,254.12","33,614.80","33,614.80","408,390,000"
"Mar 03, 2022","33,972.87","34,179.07","33,641.53","33,794.66","33,794.66","369,740,000"
